Area,Age,Sex,Year at 30 June,Value,Flags
"626601 Oceanic-Campbell Island","Total people, age","Total people, sex","2017",0,
"625902 Oceanic-Otago Region","Total people, age","Total people, sex","2017",0,
"625103 Oceanic-Canterbury Region South","Total people, age","Total people, sex","2017",10,
"624600 Oceanic-West Coast Region","Total people, age","Total people, sex","2017",0,
"623806 Oceanic-Canterbury Region North","Total people, age","Total people, sex","2017",0,
"623805 Oceanic-Marlborough Region","Total people, age","Total people, sex","2017",0,
"623804 Oceanic-Nelson Region","Total people, age","Total people, sex","2017",0,
"622700 Oceanic-Manawatu-Wanganui Region","Total people, age","Total people, sex","2017",0,
"622202 Oceanic-Wellington Region","Total people, age","Total people, sex","2017",0,
"622101 Inlet-Wellington Harbour","Total people, age","Total people, sex","2017",0,
"622000 Oceanic-Tararua Constituency","Total people, age","Total people, sex","2017",0,
"621500 Oceanic-Oil Rigs Taranaki","Total people, age","Total people, sex","2017",0,
"621402 Oceanic-Taranaki Region","Total people, age","Total people, sex","2017",0,
"621401 Port-Taranaki","Total people, age","Total people, sex","2017",0,
"620904 Bare Island","Total people, age","Total people, sex","2017",0,
"620903 Oceanic-Hawke's Bay Region","Total people, age","Total people, sex","2017",0,
"620901 Inlet-Port Napier","Total people, age","Total people, sex","2017",0,
"620400 Oceanic-Gisborne Region","Total people, age","Total people, sex","2017",0,
"619900 White Island","Total people, age","Total people, sex","2017",0,
"619702 Oceanic-Bay of Plenty Region","Total people, age","Total people, sex","2017",0,
"619701 Moutohora Island","Total people, age","Total people, sex","2017",0,
"619500 Inlet-Firth of Thames","Total people, age","Total people, sex","2017",0,
"619400 Oceanic-Waikato Region East","Total people, age","Total people, sex","2017",0,
"619303 Bays-Thames-Coromandel District","Total people, age","Total people, sex","2017",0,
"619202 Oceanic-Waikato Region West","Total people, age","Total people, sex","2017",0,
"618500 Mayor Island","Total people, age","Total people, sex","2017",0,
"618400 Motiti Island","Total people, age","Total people, sex","2017",30,
"617000 Inlet-Kaipara Harbour North","Total people, age","Total people, sex","2017",0,
"614602 Inlet-Doubtless Bay","Total people, age","Total people, sex","2017",0,
"614504 Oceanic-Northland Region","Total people, age","Total people, sex","2017",0,
"614503 Three Kings Islands","Total people, age","Total people, sex","2017",0,
"614002 Kermadec Islands","Total people, age","Total people, sex","2017",0,
"614001 Oceanic-Kermadec Islands","Total people, age","Total people, sex","2017",0,
"626802 Inlet-New River Estuary","Total people, age","Total people, sex","2017",0,
"626801 Inlet-Bluff Harbour","Total people, age","Total people, sex","2017",0,
"626500 Dog Island","Total people, age","Total people, sex","2017",0,
"612100 Bluff","Total people, age","Total people, sex","2017",1870,
"611900 Tisbury","Total people, age","Total people, sex","2017",290,
"611800 Kingswell-Clifton","Total people, age","Total people, sex","2017",3670,
"611700 Appleby-Kew","Total people, age","Total people, sex","2017",2000,
"611602 Strathern","Total people, age","Total people, sex","2017",2520,
"611601 Heidelberg","Total people, age","Total people, sex","2017",3450,
"611500 Newfield-Rockdale","Total people, age","Total people, sex","2017",3010,
"611400 Georgetown","Total people, age","Total people, sex","2017",2450,
"611300 West Invercargill","Total people, age","Total people, sex","2017",120,
"611220 Crinan","Total people, age","Total people, sex","2017",1970,
"611210 Otakaro Park","Total people, age","Total people, sex","2017",820,
"611100 Richmond","Total people, age","Total people, sex","2017",2980,
"611002 Hawthorndale","Total people, age","Total people, sex","2017",2410,
"611001 Waverley-Glengarry","Total people, age","Total people, sex","2017",2480,
"610900 Windsor","Total people, age","Total people, sex","2017",3220,
"610800 Gladstone-Avenal","Total people, age","Total people, sex","2017",3860,
"610700 Rosedale","Total people, age","Total people, sex","2017",4180,
"610602 Waikiwi","Total people, age","Total people, sex","2017",2310,
"610601 Grasmere","Total people, age","Total people, sex","2017",3670,
"610075 Tiwai Point","Total people, age","Total people, sex","2017",0,
"610074 Greenhills","Total people, age","Total people, sex","2017",870,
"610062 Myross Bush","Total people, age","Total people, sex","2017",650,
"610052 Oreti Beach","Total people, age","Total people, sex","2017",590,
"609922 Otatara","Total people, age","Total people, sex","2017",2690,
"609921 Bushy Point","Total people, age","Total people, sex","2017",370,
"609914 Mill Road-Woodend","Total people, age","Total people, sex","2017",730,
"609913 Bay Road West","Total people, age","Total people, sex","2017",200,
"609912 Makarewa","Total people, age","Total people, sex","2017",1440,
"610400 Mataura","Total people, age","Total people, sex","2017",1590,
"610250 South Gore","Total people, age","Total people, sex","2017",820,
"610240 West Gore","Total people, age","Total people, sex","2017",2810,
"610230 Central Gore","Total people, age","Total people, sex","2017",790,
"610220 East Gore","Total people, age","Total people, sex","2017",1500,
"610210 North Gore","Total people, age","Total people, sex","2017",1660,
"610033 Kaiwera","Total people, age","Total people, sex","2017",870,
"610032 Chatton","Total people, age","Total people, sex","2017",1730,
"610010 Charlton","Total people, age","Total people, sex","2017",690,
"627000 Inlet-Jacobs River Estuary","Total people, age","Total people, sex","2017",0,
"626700 Centre Island","Total people, age","Total people, sex","2017",0,
"626100 Inlet-Milford Sound","Total people, age","Total people, sex","2017",10,
"613000 Stewart Island","Total people, age","Total people, sex","2017",420,
"612903 Inland Water-Lake Hauroko","Total people, age","Total people, sex","2017",0,
"612902 Inland Water-Lake Manapouri","Total people, age","Total people, sex","2017",0,
"612901 Fiordland","Total people, age","Total people, sex","2017",10,
"612802 Riverton West","Total people, age","Total people, sex","2017",1050,
"612801 Riverton East","Total people, age","Total people, sex","2017",440,
"612740 Fairfax","Total people, age","Total people, sex","2017",2030,
"612730 Te Waewae","Total people, age","Total people, sex","2017",1330,
"612720 Wairio","Total people, age","Total people, sex","2017",1040,
"612715 Inland Water-Lake Te Anau","Total people, age","Total people, sex","2017",0,
"612714 Mararoa River","Total people, age","Total people, sex","2017",1620,
"612713 Mossburn","Total people, age","Total people, sex","2017",220,
"612712 Manapouri","Total people, age","Total people, sex","2017",240,
"612600 Otautau","Total people, age","Total people, sex","2017",730,
"612500 Tuatapere","Total people, age","Total people, sex","2017",570,
"612400 Te Anau","Total people, age","Total people, sex","2017",2100,
"612300 Ohai","Total people, age","Total people, sex","2017",310,
"612200 Nightcaps","Total people, age","Total people, sex","2017",300,
"610500 Winton","Total people, age","Total people, sex","2017",2360,
"610090 Wallacetown","Total people, age","Total people, sex","2017",720,
"610080 Toetoes","Total people, age","Total people, sex","2017",1670,
"610073 Woodlands","Total people, age","Total people, sex","2017",280,
"610072 Waituna","Total people, age","Total people, sex","2017",1800,
"610061 Dacre","Total people, age","Total people, sex","2017",1660,
"610051 Waianiwa","Total people, age","Total people, sex","2017",2040,
"610040 Hokonui","Total people, age","Total people, sex","2017",3130,
"610031 Kaweku","Total people, age","Total people, sex","2017",600,
"610020 Waikaia","Total people, age","Total people, sex","2017",1820,
"609911 Makarewa North","Total people, age","Total people, sex","2017",360,
"609800 Wyndham","Total people, age","Total people, sex","2017",540,
"609700 Edendale Community","Total people, age","Total people, sex","2017",570,
"609600 Lumsden Community","Total people, age","Total people, sex","2017",440,
"609500 Riversdale Community","Total people, age","Total people, sex","2017",390,
"609400 Balfour Community","Total people, age","Total people, sex","2017",130,
"609011 Milford","Total people, age","Total people, sex","2017",130,
"607700 Lawrence","Total people, age","Total people, sex","2017",430,
"607600 Tapanui","Total people, age","Total people, sex","2017",760,
"607502 Tuapeka","Total people, age","Total people, sex","2017",1710,
"607400 Balclutha","Total people, age","Total people, sex","2017",4000,
"607300 Clutha","Total people, age","Total people, sex","2017",3410,
"607200 Owaka","Total people, age","Total people, sex","2017",290,
"607100 Kaka Point","Total people, age","Total people, sex","2017",240,
"607000 Clinton","Total people, age","Total people, sex","2017",300,
"606900 Kaitangata","Total people, age","Total people, sex","2017",780,
"606800 Milton","Total people, age","Total people, sex","2017",1950,
"606700 Bruce","Total people, age","Total people, sex","2017",3260,
"606600 Stirling","Total people, age","Total people, sex","2017",330,
"606500 Benhar","Total people, age","Total people, sex","2017",100,
"625901 Inlet-Dunedin City Bays","Total people, age","Total people, sex","2017",0,
"625800 Inlet-Otago Harbour","Total people, age","Total people, sex","2017",10,
"606300 Bush Road","Total people, age","Total people, sex","2017",2650,
"606220 East Taieri","Total people, age","Total people, sex","2017",1670,
"606210 Mosgiel South","Total people, age","Total people, sex","2017",2770,
"606100 Mosgiel East","Total people, age","Total people, sex","2017",4230,
"605920 Concord","Total people, age","Total people, sex","2017",2110,
"605910 Abbotsford","Total people, age","Total people, sex","2017",1890,
"605800 Green Island","Total people, age","Total people, sex","2017",2860,
"605600 St Kilda East","Total people, age","Total people, sex","2017",2760,
"605500 St Kilda Central","Total people, age","Total people, sex","2017",1790,
"605400 St Kilda West","Total people, age","Total people, sex","2017",1950,
"605200 Port Chalmers","Total people, age","Total people, sex","2017",1440,
"605100 Sawyers Bay","Total people, age","Total people, sex","2017",1320,
"604902 Sandymount","Total people, age","Total people, sex","2017",170,
"604901 Taiaroa-Cape Saunders","Total people, age","Total people, sex","2017",480,
"604830 Broad Bay-Portobello","Total people, age","Total people, sex","2017",1190,
"604822 Macandrew Bay","Total people, age","Total people, sex","2017",1240,
"604821 Company Bay","Total people, age","Total people, sex","2017",380,
"604810 Inner Peninsula","Total people, age","Total people, sex","2017",1030,
"604720 Ravensbourne","Total people, age","Total people, sex","2017",1300,
"604710 St Leonards-Blanket Bay","Total people, age","Total people, sex","2017",820,
"604620 Vauxhall","Total people, age","Total people, sex","2017",4210,
"604612 Andersons Bay","Total people, age","Total people, sex","2017",2670,
"604611 Musselburgh","Total people, age","Total people, sex","2017",2830,
"604500 St Clair","Total people, age","Total people, sex","2017",4450,
"604420 Forbury","Total people, age","Total people, sex","2017",1000,
"604410 South Dunedin","Total people, age","Total people, sex","2017",2540,
"604300 Caledonian","Total people, age","Total people, sex","2017",0,
"604222 Corstorphine East","Total people, age","Total people, sex","2017",900,
"604221 Corstorphine West","Total people, age","Total people, sex","2017",600,
"604210 Caversham","Total people, age","Total people, sex","2017",5000,
"604130 Kenmure","Total people, age","Total people, sex","2017",1970,
"604120 Belleknowes","Total people, age","Total people, sex","2017",1850,
"604110 Mornington","Total people, age","Total people, sex","2017",3500,
"604020 Roslyn South","Total people, age","Total people, sex","2017",2410,
"604010 Roslyn North","Total people, age","Total people, sex","2017",1850,
"603930 Brockville","Total people, age","Total people, sex","2017",3530,
"603920 Halfway Bush","Total people, age","Total people, sex","2017",1960,
"603910 Wakari","Total people, age","Total people, sex","2017",3370,
"603820 Helensburgh","Total people, age","Total people, sex","2017",1120,
"603810 Glenleith","Total people, age","Total people, sex","2017",690,
"603720 Balmacewen","Total people, age","Total people, sex","2017",810,
"603710 Maori Hill","Total people, age","Total people, sex","2017",2010,
"603602 Otago University","Total people, age","Total people, sex","2017",5280,
"603601 North Dunedin","Total people, age","Total people, sex","2017",3630,
"603500 Woodhaugh","Total people, age","Total people, sex","2017",900,
"603400 Pine Hill","Total people, age","Total people, sex","2017",2560,
"603300 North East Valley","Total people, age","Total people, sex","2017",5090,
"603220 Forrester Park","Total people, age","Total people, sex","2017",860,
"603210 Opoho","Total people, age","Total people, sex","2017",1270,
"603100 Stuart St-Frederick St","Total people, age","Total people, sex","2017",3580,
"603000 High St-Stuart St","Total people, age","Total people, sex","2017",2740,
"602900 Fernhill","Total people, age","Total people, sex","2017",2040,
"602800 Harbourside","Total people, age","Total people, sex","2017",30,
"602600 Strath Taieri","Total people, age","Total people, sex","2017",440,
"602500 Taieri","Total people, age","Total people, sex","2017",3060,
"602422 Saddle Hill","Total people, age","Total people, sex","2017",1050,
"602421 Kaikorai Hill","Total people, age","Total people, sex","2017",670,
"602412 Wingatui","Total people, age","Total people, sex","2017",1870,
"602411 Wyllies Crossing","Total people, age","Total people, sex","2017",340,
"602300 Middlemarch","Total people, age","Total people, sex","2017",140,
"602200 Outram","Total people, age","Total people, sex","2017",780,
"602100 Waldronville","Total people, age","Total people, sex","2017",590,
"602000 Brighton","Total people, age","Total people, sex","2017",1520,
"601900 Fairfield","Total people, age","Total people, sex","2017",2590,
"601605 Warrington","Total people, age","Total people, sex","2017",470,
"601604 Karitane","Total people, age","Total people, sex","2017",380,
"601603 Evansdale","Total people, age","Total people, sex","2017",1540,
"601602 Waitati","Total people, age","Total people, sex","2017",560,
"601500 Aramoana","Total people, age","Total people, sex","2017",280,
"601400 Waikouaiti","Total people, age","Total people, sex","2017",1160,
"601302 Hyde","Total people, age","Total people, sex","2017",70,
"609304 Queenstown Bay","Total people, age","Total people, sex","2017",3020,
"609303 Arthurs Point","Total people, age","Total people, sex","2017",1060,
"609302 Queenstown Hill","Total people, age","Total people, sex","2017",4770,
"609200 Arrowtown","Total people, age","Total people, sex","2017",2910,
"609035 Jacks Point","Total people, age","Total people, sex","2017",570,
"609034 Lake Hayes South","Total people, age","Total people, sex","2017",2820,
"609033 Frankton East","Total people, age","Total people, sex","2017",840,
"609032 Wakatipu Basin","Total people, age","Total people, sex","2017",1290,
"609031 Outer Wakatipu","Total people, age","Total people, sex","2017",770,
"609030 Inland Water-Lake Wanaka","Total people, age","Total people, sex","2017",0,
"609029 Matukituki","Total people, age","Total people, sex","2017",500,
"609028 Lake Hayes","Total people, age","Total people, sex","2017",300,
"609027 Inland Water-Lake Wakatipu","Total people, age","Total people, sex","2017",0,
"609023 Sunshine Bay","Total people, age","Total people, sex","2017",3040,
"609022 Kelvin Heights","Total people, age","Total people, sex","2017",1230,
"609014 Kingston South","Total people, age","Total people, sex","2017",270,
