Area,Age,Sex,Year at 30 June,Value,Flags
"591500 Cathedral Square","Total people, age","Total people, sex","2016",620,
"591600 Hagley Park","Total people, age","Total people, sex","2016",1070,
"591700 Avon Loop","Total people, age","Total people, sex","2016",3920,
"591800 Northcote","Total people, age","Total people, sex","2016",2680,
"591900 Papanui","Total people, age","Total people, sex","2016",3860,
"592000 Aorangi","Total people, age","Total people, sex","2016",5890,
"592100 Strowan","Total people, age","Total people, sex","2016",3990,
"592200 Merivale","Total people, age","Total people, sex","2016",2860,
"592300 Rutland","Total people, age","Total people, sex","2016",5370,
"592401 St Albans West","Total people, age","Total people, sex","2016",2610,
"592402 St Albans East","Total people, age","Total people, sex","2016",5040,
"592500 Mairehau","Total people, age","Total people, sex","2016",3180,
"592600 Edgeware","Total people, age","Total people, sex","2016",4510,
"592701 Shirley West","Total people, age","Total people, sex","2016",3970,
"592702 Shirley East","Total people, age","Total people, sex","2016",3610,
"592811 Burwood","Total people, age","Total people, sex","2016",1120,
"592812 Dallington","Total people, age","Total people, sex","2016",1950,
"592820 Travis","Total people, age","Total people, sex","2016",2130,
"592900 Avondale","Total people, age","Total people, sex","2016",2600,
"593000 Wainoni","Total people, age","Total people, sex","2016",2910,
"593100 Aranui","Total people, age","Total people, sex","2016",4330,
"593200 Richmond North","Total people, age","Total people, sex","2016",2390,
"593300 Richmond South","Total people, age","Total people, sex","2016",2040,
"593400 Avonside","Total people, age","Total people, sex","2016",1920,
"593501 Linwood","Total people, age","Total people, sex","2016",5230,
"593502 Phillipstown","Total people, age","Total people, sex","2016",4530,
"593600 Linwood North","Total people, age","Total people, sex","2016",2660,
"593700 Linwood East","Total people, age","Total people, sex","2016",2220,
"593800 Bexley","Total people, age","Total people, sex","2016",2630,
"593900 Bromley","Total people, age","Total people, sex","2016",3270,
"594010 Woolston West","Total people, age","Total people, sex","2016",3620,
"594020 Ferrymead","Total people, age","Total people, sex","2016",3440,
"594100 Woolston South","Total people, age","Total people, sex","2016",2610,
"594200 Ensors","Total people, age","Total people, sex","2016",3930,
"594300 Opawa","Total people, age","Total people, sex","2016",3250,
"594400 St Martins","Total people, age","Total people, sex","2016",4460,
"594500 Waltham","Total people, age","Total people, sex","2016",1210,
"594600 Sydenham","Total people, age","Total people, sex","2016",6430,
"594700 Addington","Total people, age","Total people, sex","2016",4200,
"594800 Barrington North","Total people, age","Total people, sex","2016",5870,
"594900 Barrington South","Total people, age","Total people, sex","2016",3130,
"595000 Spreydon","Total people, age","Total people, sex","2016",3890,
"595100 Hoon Hay","Total people, age","Total people, sex","2016",3090,
"595200 Hoon Hay South","Total people, age","Total people, sex","2016",2140,
"595300 Hillmorton","Total people, age","Total people, sex","2016",4840,
"595400 Somerfield","Total people, age","Total people, sex","2016",3970,
"595500 Beckenham","Total people, age","Total people, sex","2016",2580,
"595600 North Beach","Total people, age","Total people, sex","2016",4870,
"595700 Rawhiti","Total people, age","Total people, sex","2016",3760,
"595800 New Brighton","Total people, age","Total people, sex","2016",2660,
"595900 South Brighton","Total people, age","Total people, sex","2016",3370,
"596000 Mt Pleasant","Total people, age","Total people, sex","2016",3550,
"596101 Avon-Heathcote Estuary","Total people, age","Total people, sex","2016",0,
"596102 Moncks Bay","Total people, age","Total people, sex","2016",3220,
"596200 Sumner","Total people, age","Total people, sex","2016",3910,
"596400 Lyttelton","Total people, age","Total people, sex","2016",3110,
"596502 Diamond Harbour","Total people, age","Total people, sex","2016",1550,
"596503 Governors Bay","Total people, age","Total people, sex","2016",950,
"596504 Quail Island","Total people, age","Total people, sex","2016",0,
"596600 Port Levy","Total people, age","Total people, sex","2016",80,
"596800 Akaroa","Total people, age","Total people, sex","2016",610,
"596901 Akaroa Harbour","Total people, age","Total people, sex","2016",830,
"596902 Banks Peninsula Eastern Bays","Total people, age","Total people, sex","2016",470,
"597101 Little River","Total people, age","Total people, sex","2016",1150,
"597102 Inland Water-Lake Ellesmere South","Total people, age","Total people, sex","2016",0,
"625101 Inlet-Port Lyttelton","Total people, age","Total people, sex","2016",0,
"625102 Inlets-Banks Peninsula Bays","Total people, age","Total people, sex","2016",0,
"586900 Darfield","Total people, age","Total people, sex","2016",2140,
"587010 Kirwee","Total people, age","Total people, sex","2016",4180,
"587020 Burnham Military Camp","Total people, age","Total people, sex","2016",1770,
"587100 Malvern","Total people, age","Total people, sex","2016",3550,
"587848 Prebbleton","Total people, age","Total people, sex","2016",3010,
"587849 Trents-Ladbrooks","Total people, age","Total people, sex","2016",2160,
"587904 West Melton","Total people, age","Total people, sex","2016",8960,
"587905 Taitapu","Total people, age","Total people, sex","2016",740,
"597200 Lincoln","Total people, age","Total people, sex","2016",5230,
"597300 Leeston","Total people, age","Total people, sex","2016",1810,
"597400 Southbridge","Total people, age","Total people, sex","2016",990,
"597503 Dunsandel","Total people, age","Total people, sex","2016",560,
"597505 Inland Water-Lake Ellesmere North","Total people, age","Total people, sex","2016",0,
"597506 Selwyn-Rakaia","Total people, age","Total people, sex","2016",4560,
"597507 Rolleston North West","Total people, age","Total people, sex","2016",2530,
"597508 Rolleston Central","Total people, age","Total people, sex","2016",3460,
"597509 Rolleston North East","Total people, age","Total people, sex","2016",2640,
"597510 Rolleston South West","Total people, age","Total people, sex","2016",2480,
"597512 Springston","Total people, age","Total people, sex","2016",3430,
"597513 Rolleston South East","Total people, age","Total people, sex","2016",1970,
"597600 Methven","Total people, age","Total people, sex","2016",1860,
"597712 Plains Railway","Total people, age","Total people, sex","2016",640,
"597713 Ashburton North","Total people, age","Total people, sex","2016",390,
"597714 Fairton","Total people, age","Total people, sex","2016",740,
"597715 Ashburton East","Total people, age","Total people, sex","2016",350,
"597720 Mt Somers","Total people, age","Total people, sex","2016",2870,
"597730 Hinds","Total people, age","Total people, sex","2016",5160,
"597741 Chertsey","Total people, age","Total people, sex","2016",2740,
"597742 Rakaia","Total people, age","Total people, sex","2016",1190,
"597811 Allenton West","Total people, age","Total people, sex","2016",2210,
"597812 Allenton East","Total people, age","Total people, sex","2016",4390,
"597820 Ashburton Central West","Total people, age","Total people, sex","2016",1040,
"597830 Netherby","Total people, age","Total people, sex","2016",2000,
"597840 Ashburton Central East","Total people, age","Total people, sex","2016",1780,
"597850 Hampstead","Total people, age","Total people, sex","2016",3000,
"597860 Tinwald","Total people, age","Total people, sex","2016",3310,
"598000 Winchester","Total people, age","Total people, sex","2016",270,
"598201 Fairview-Scarborough","Total people, age","Total people, sex","2016",570,
"598202 Otipua Creek-Washdyke Flat","Total people, age","Total people, sex","2016",670,
"598311 Ben Mcleod","Total people, age","Total people, sex","2016",80,
"598312 Orari","Total people, age","Total people, sex","2016",4860,
"598313 Levels","Total people, age","Total people, sex","2016",4070,
"598314 Pareora","Total people, age","Total people, sex","2016",450,
"598320 Pleasant Point","Total people, age","Total people, sex","2016",1370,
"598500 Geraldine","Total people, age","Total people, sex","2016",2460,
"598600 Temuka","Total people, age","Total people, sex","2016",4320,
"598700 Washdyke","Total people, age","Total people, sex","2016",940,
"598800 Waimataitai","Total people, age","Total people, sex","2016",1300,
"598900 Marchwiel","Total people, age","Total people, sex","2016",4060,
"599000 Maori Park","Total people, age","Total people, sex","2016",1070,
"599100 Highfield","Total people, age","Total people, sex","2016",3490,
"599200 Glenwood","Total people, age","Total people, sex","2016",1850,
"599300 Gleniti","Total people, age","Total people, sex","2016",2530,
"599400 Fraser Park","Total people, age","Total people, sex","2016",3020,
"599500 Seaview","Total people, age","Total people, sex","2016",2540,
"599600 Watlington","Total people, age","Total people, sex","2016",2450,
"599700 Parkside","Total people, age","Total people, sex","2016",2630,
"599800 Timaru Gardens","Total people, age","Total people, sex","2016",1620,
"599900 Redruth","Total people, age","Total people, sex","2016",70,
"625300 Inlet-Port Timaru","Total people, age","Total people, sex","2016",0,
"600100 Twizel Community","Total people, age","Total people, sex","2016",1230,
"600200 Fairlie","Total people, age","Total people, sex","2016",740,
"600312 Mt Cook","Total people, age","Total people, sex","2016",210,
"600320 Lake Tekapo","Total people, age","Total people, sex","2016",410,
"600321 Inland Water-Lake Alexandrina","Total people, age","Total people, sex","2016",0,
"600322 Inland Water-Lake Tekapo","Total people, age","Total people, sex","2016",0,
"600323 Mackenzie","Total people, age","Total people, sex","2016",1940,
"600410 Waihao","Total people, age","Total people, sex","2016",4840,
"600420 St Andrews","Total people, age","Total people, sex","2016",190,
"600500 Waimate","Total people, age","Total people, sex","2016",2910,
"597000 Chatham Islands","Total people, age","Total people, sex","2016",610,
"625200 Oceanic-Chatham Islands","Total people, age","Total people, sex","2016",0,
"600600 Weston","Total people, age","Total people, sex","2016",840,
"600811 Pukeuri","Total people, age","Total people, sex","2016",220,
"600812 Ardgowan","Total people, age","Total people, sex","2016",710,
"600813 Cape Wanbrow","Total people, age","Total people, sex","2016",330,
"600822 Duntroon","Total people, age","Total people, sex","2016",100,
"600824 Kurow","Total people, age","Total people, sex","2016",320,
"600826 Maheno","Total people, age","Total people, sex","2016",4080,
"600827 Omarama","Total people, age","Total people, sex","2016",300,
"600828 Kakanui","Total people, age","Total people, sex","2016",410,
"600830 Otematata","Total people, age","Total people, sex","2016",190,
"600831 Aviemore","Total people, age","Total people, sex","2016",830,
"600832 Inland Water-Lake Ohau","Total people, age","Total people, sex","2016",0,
"600840 Hampden","Total people, age","Total people, sex","2016",300,
"601010 Oamaru North","Total people, age","Total people, sex","2016",3500,
"601020 Orana Park","Total people, age","Total people, sex","2016",2570,
"601030 Oamaru Central","Total people, age","Total people, sex","2016",2620,
"601040 Oamaru South","Total people, age","Total people, sex","2016",3060,
"601200 Palmerston","Total people, age","Total people, sex","2016",840,
"601301 Waihemo","Total people, age","Total people, sex","2016",750,
"601700 Nenthorn","Total people, age","Total people, sex","2016",120,
"626000 Inlet-Port Oamaru","Total people, age","Total people, sex","2016",0,
"607501 Teviot","Total people, age","Total people, sex","2016",1090,
"607800 Roxburgh","Total people, age","Total people, sex","2016",570,
"607900 Ranfurly","Total people, age","Total people, sex","2016",720,
"608000 Maniototo","Total people, age","Total people, sex","2016",1120,
"608100 Naseby","Total people, age","Total people, sex","2016",110,
"608302 Dunstan","Total people, age","Total people, sex","2016",4990,
"608303 Clyde","Total people, age","Total people, sex","2016",1130,
"608500 Alexandra","Total people, age","Total people, sex","2016",5300,
"608600 Cromwell","Total people, age","Total people, sex","2016",4670,
"608304 Hawea","Total people, age","Total people, sex","2016",2580,
"608305 Inland Water-Lake Hawea","Total people, age","Total people, sex","2016",0,
"608700 Frankton","Total people, age","Total people, sex","2016",2060,
"608800 Wanaka","Total people, age","Total people, sex","2016",7850,
"609013 Glenorchy","Total people, age","Total people, sex","2016",430,
"619202 Oceanic-Waikato Region West","Total people, age","Total people, sex","2016",0,
"619303 Bays-Thames-Coromandel District","Total people, age","Total people, sex","2016",0,
"619400 Oceanic-Waikato Region East","Total people, age","Total people, sex","2016",0,
"619500 Inlet-Firth of Thames","Total people, age","Total people, sex","2016",0,
"619701 Moutohora Island","Total people, age","Total people, sex","2016",0,
"619702 Oceanic-Bay of Plenty Region","Total people, age","Total people, sex","2016",0,
"619900 White Island","Total people, age","Total people, sex","2016",0,
"620400 Oceanic-Gisborne Region","Total people, age","Total people, sex","2016",0,
"620901 Inlet-Port Napier","Total people, age","Total people, sex","2016",0,
"620903 Oceanic-Hawke's Bay Region","Total people, age","Total people, sex","2016",0,
"620904 Bare Island","Total people, age","Total people, sex","2016",0,
"621401 Port-Taranaki","Total people, age","Total people, sex","2016",0,
"621402 Oceanic-Taranaki Region","Total people, age","Total people, sex","2016",0,
"621500 Oceanic-Oil Rigs Taranaki","Total people, age","Total people, sex","2016",0,
"622000 Oceanic-Tararua Constituency","Total people, age","Total people, sex","2016",0,
"622101 Inlet-Wellington Harbour","Total people, age","Total people, sex","2016",0,
"622202 Oceanic-Wellington Region","Total people, age","Total people, sex","2016",0,
"622700 Oceanic-Manawatu-Wanganui Region","Total people, age","Total people, sex","2016",0,
"623804 Oceanic-Nelson Region","Total people, age","Total people, sex","2016",0,
"623805 Oceanic-Marlborough Region","Total people, age","Total people, sex","2016",0,
"623806 Oceanic-Canterbury Region North","Total people, age","Total people, sex","2016",0,
"624600 Oceanic-West Coast Region","Total people, age","Total people, sex","2016",0,
"625103 Oceanic-Canterbury Region South","Total people, age","Total people, sex","2016",10,
"625902 Oceanic-Otago Region","Total people, age","Total people, sex","2016",0,
"626601 Oceanic-Campbell Island","Total people, age","Total people, sex","2016",0,
"626602 Campbell Island","Total people, age","Total people, sex","2016",0,
"626900 Oceanic-Oil Rig Southland","Total people, age","Total people, sex","2016",0,
"627201 Oceanic-Southland Region","Total people, age","Total people, sex","2016",0,
"627203 Oceanic-Auckland Islands","Total people, age","Total people, sex","2016",0,
"627204 Auckland Islands","Total people, age","Total people, sex","2016",0,
"628000 Ross Dependency","Total people, age","Total people, sex","2016",0,
"666667 NZ Economic Zone","Total people, age","Total people, sex","2016",0,
"666668 Oceanic-Bounty Islands","Total people, age","Total people, sex","2016",0,
"666669 Bounty Islands","Total people, age","Total people, sex","2016",0,
"666670 Oceanic-Snares Islands","Total people, age","Total people, sex","2016",0,
"666671 Snares Island","Total people, age","Total people, sex","2016",0,
"666672 Oceanic-Antipodes Islands","Total people, age","Total people, sex","2016",0,
"666673 Antipodes Islands","Total people, age","Total people, sex","2016",0,
