Area,Age,Sex,Year at 30 June,Value,Flags
"Central Otago district","65 years and over","Total people, sex","2015",4300,
"Waitaki district","65 years and over","Total people, sex","2015",4800,
"Chatham Islands territory","65 years and over","Total people, sex","2015",80,
"Waimate district","65 years and over","Total people, sex","2015",1740,
"Mackenzie district","65 years and over","Total people, sex","2015",730,
"Timaru district","65 years and over","Total people, sex","2015",9600,
"Whangarei district","Total people, age","Total people, sex","2015",85900,
"Far North district","Total people, age","Total people, sex","2015",61300,
"Ashburton district","65 years and over","Total people, sex","2015",5600,
"Selwyn district","65 years and over","Total people, sex","2015",6000,
"Christchurch city","65 years and over","Total people, sex","2015",53900,
"Christchurch city","65 years and over","Total people, sex","2016",55100,
"Selwyn district","65 years and over","Total people, sex","2016",6400,
"Ashburton district","65 years and over","Total people, sex","2016",5700,
"Far North district","Total people, age","Total people, sex","2016",62000,
"Whangarei district","Total people, age","Total people, sex","2016",87700,
"Timaru district","65 years and over","Total people, sex","2016",9900,
"Mackenzie district","65 years and over","Total people, sex","2016",760,
"Waimate district","65 years and over","Total people, sex","2016",1770,
"Chatham Islands territory","65 years and over","Total people, sex","2016",90,
"Waitaki district","65 years and over","Total people, sex","2016",5000,
"Central Otago district","65 years and over","Total people, sex","2016",4550,
"Queenstown-Lakes district","65 years and over","Total people, sex","2016",3900,
"Dunedin city","65 years and over","Total people, sex","2016",19700,
"Clutha district","65 years and over","Total people, sex","2016",2950,
"Southland district","65 years and over","Total people, sex","2016",4600,
"Gore district","65 years and over","Total people, sex","2016",2400,
"Invercargill city","65 years and over","Total people, sex","2016",9000,
"Kaipara district","Total people, age","Total people, sex","2016",21700,
"Auckland","Total people, age","Total people, sex","2016",1614500,
"Rodney local board area","Total people, age","Total people, sex","2016",62200,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2016",101600,
"Upper Harbour local board area","Total people, age","Total people, sex","2016",62800,
"Kaipatiki local board area","Total people, age","Total people, sex","2016",91900,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2016",61300,
"Henderson-Massey local board area","Total people, age","Total people, sex","2016",119900,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2016",53400,
"Great Barrier local board area","Total people, age","Total people, sex","2016",990,
"Waiheke local board area","Total people, age","Total people, sex","2016",9250,
"Waitemata local board area","Total people, age","Total people, sex","2016",101700,
"Whau local board area","Total people, age","Total people, sex","2016",82900,
"Albert-Eden local board area","Total people, age","Total people, sex","2016",106600,
"Puketapapa local board area","Total people, age","Total people, sex","2016",61400,
"Orakei local board area","Total people, age","Total people, sex","2016",89200,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2016",78300,
"Howick local board area","Total people, age","Total people, sex","2016",146600,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2016",79900,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2016",86300,
"Manurewa local board area","Total people, age","Total people, sex","2016",92800,
"Papakura local board area","Total people, age","Total people, sex","2016",52700,
"Franklin local board area","Total people, age","Total people, sex","2016",72800,
"Total, New Zealand","65 years and over","Total people, sex","2016",698400,
"Thames-Coromandel district","Total people, age","Total people, sex","2016",28400,
"Hauraki district","Total people, age","Total people, sex","2016",19550,
"Waikato district","Total people, age","Total people, sex","2016",71200,
"Matamata-Piako district","Total people, age","Total people, sex","2016",34100,
"Hamilton city","Total people, age","Total people, sex","2016",161200,
"Waipa district","Total people, age","Total people, sex","2016",51600,
"Otorohanga district","Total people, age","Total people, sex","2016",9980,
"South Waikato district","Total people, age","Total people, sex","2016",23800,
"Waitomo district","Total people, age","Total people, sex","2016",9660,
"Taupo district","Total people, age","Total people, sex","2016",36200,
"Western Bay of Plenty district","Total people, age","Total people, sex","2016",47800,
"Tauranga city","Total people, age","Total people, sex","2016",128200,
"Rotorua district","Total people, age","Total people, sex","2016",70500,
"Whakatane district","Total people, age","Total people, sex","2016",35000,
"Kawerau district","Total people, age","Total people, sex","2016",6800,
"Opotiki district","Total people, age","Total people, sex","2016",8820,
"Gisborne district","Total people, age","Total people, sex","2016",47900,
"Wairoa district","Total people, age","Total people, sex","2016",8160,
"Hastings district","Total people, age","Total people, sex","2016",78600,
"Napier city","Total people, age","Total people, sex","2016",61100,
"Central Hawke's Bay district","Total people, age","Total people, sex","2016",13600,
"New Plymouth district","Total people, age","Total people, sex","2016",79800,
"Stratford district","Total people, age","Total people, sex","2016",9300,
"South Taranaki district","Total people, age","Total people, sex","2016",27700,
"Ruapehu district","Total people, age","Total people, sex","2016",12500,
"Whanganui district","Total people, age","Total people, sex","2016",43800,
"Rangitikei district","Total people, age","Total people, sex","2016",14800,
"Manawatu district","Total people, age","Total people, sex","2016",29900,
"Palmerston North city","Total people, age","Total people, sex","2016",86300,
"Tararua district","Total people, age","Total people, sex","2016",17550,
"Horowhenua district","Total people, age","Total people, sex","2016",31900,
"Kapiti Coast district","Total people, age","Total people, sex","2016",52100,
"Kapiti Coast district","Total people, age","Total people, sex","2017",52700,
"Horowhenua district","Total people, age","Total people, sex","2017",32500,
"Tararua district","Total people, age","Total people, sex","2017",17850,
"Palmerston North city","Total people, age","Total people, sex","2017",87300,
"Manawatu district","Total people, age","Total people, sex","2017",30300,
"Rangitikei district","Total people, age","Total people, sex","2017",15000,
"Whanganui district","Total people, age","Total people, sex","2017",44500,
"Ruapehu district","Total people, age","Total people, sex","2017",12700,
"South Taranaki district","Total people, age","Total people, sex","2017",28000,
"Stratford district","Total people, age","Total people, sex","2017",9420,
"New Plymouth district","Total people, age","Total people, sex","2017",80700,
"Central Hawke's Bay district","Total people, age","Total people, sex","2017",13850,
"Napier city","Total people, age","Total people, sex","2017",62000,
"Hastings district","Total people, age","Total people, sex","2017",79900,
"Wairoa district","Total people, age","Total people, sex","2017",8220,
"Gisborne district","Total people, age","Total people, sex","2017",48500,
"Opotiki district","Total people, age","Total people, sex","2017",9010,
"Kawerau district","Total people, age","Total people, sex","2017",6940,
"Whakatane district","Total people, age","Total people, sex","2017",35600,
"Rotorua district","Total people, age","Total people, sex","2017",71700,
"Tauranga city","Total people, age","Total people, sex","2017",131500,
"Western Bay of Plenty district","Total people, age","Total people, sex","2017",49000,
"Taupo district","Total people, age","Total people, sex","2017",36800,
"Waitomo district","Total people, age","Total people, sex","2017",9730,
"South Waikato district","Total people, age","Total people, sex","2017",24200,
"Otorohanga district","Total people, age","Total people, sex","2017",10150,
"Waipa district","Total people, age","Total people, sex","2017",53000,
"Hamilton city","Total people, age","Total people, sex","2017",165400,
"Matamata-Piako district","Total people, age","Total people, sex","2017",34700,
"Waikato district","Total people, age","Total people, sex","2017",73600,
"Hauraki district","Total people, age","Total people, sex","2017",19850,
"Thames-Coromandel district","Total people, age","Total people, sex","2017",29000,
"Total, New Zealand","65 years and over","Total people, sex","2017",723100,
"Franklin local board area","Total people, age","Total people, sex","2017",74600,
"Papakura local board area","Total people, age","Total people, sex","2017",54500,
"Manurewa local board area","Total people, age","Total people, sex","2017",94500,
"Otara-Papatoetoe local board area","Total people, age","Total people, sex","2017",87800,
"Mangere-Otahuhu local board area","Total people, age","Total people, sex","2017",81100,
"Howick local board area","Total people, age","Total people, sex","2017",150200,
"Maungakiekie-Tamaki local board area","Total people, age","Total people, sex","2017",79700,
"Orakei local board area","Total people, age","Total people, sex","2017",91500,
"Puketapapa local board area","Total people, age","Total people, sex","2017",63000,
"Albert-Eden local board area","Total people, age","Total people, sex","2017",109200,
"Whau local board area","Total people, age","Total people, sex","2017",84700,
"Waitemata local board area","Total people, age","Total people, sex","2017",108500,
"Waiheke local board area","Total people, age","Total people, sex","2017",9630,
"Great Barrier local board area","Total people, age","Total people, sex","2017",1000,
"Waitakere Ranges local board area","Total people, age","Total people, sex","2017",54200,
"Henderson-Massey local board area","Total people, age","Total people, sex","2017",122300,
"Devonport-Takapuna local board area","Total people, age","Total people, sex","2017",62800,
"Kaipatiki local board area","Total people, age","Total people, sex","2017",94000,
"Upper Harbour local board area","Total people, age","Total people, sex","2017",65300,
"Hibiscus and Bays local board area","Total people, age","Total people, sex","2017",104500,
"Rodney local board area","Total people, age","Total people, sex","2017",64300,
"Auckland","Total people, age","Total people, sex","2017",1657200,
"Kaipara district","Total people, age","Total people, sex","2017",22500,
"Invercargill city","65 years and over","Total people, sex","2017",9300,
"Gore district","65 years and over","Total people, sex","2017",2500,
"Southland district","65 years and over","Total people, sex","2017",4700,
"Clutha district","65 years and over","Total people, sex","2017",3000,
"Dunedin city","65 years and over","Total people, sex","2017",20300,
"Queenstown-Lakes district","65 years and over","Total people, sex","2017",4100,
"Central Otago district","65 years and over","Total people, sex","2017",4800,
"Waitaki district","65 years and over","Total people, sex","2017",5100,
"Chatham Islands territory","65 years and over","Total people, sex","2017",90,
"Waimate district","65 years and over","Total people, sex","2017",1810,
"Mackenzie district","65 years and over","Total people, sex","2017",790,
"Timaru district","65 years and over","Total people, sex","2017",10100,
"Whangarei district","Total people, age","Total people, sex","2017",89700,
"Far North district","Total people, age","Total people, sex","2017",63200,
"Ashburton district","65 years and over","Total people, sex","2017",6000,
"Selwyn district","65 years and over","Total people, sex","2017",6900,
"Christchurch city","65 years and over","Total people, sex","2017",56300,
"Upper Hutt city","Total people, age","Total people, sex","1996",37700,
"Lower Hutt city","Total people, age","Total people, sex","1996",98800,
"Wellington city","Total people, age","Total people, sex","1996",163400,
"Masterton district","Total people, age","Total people, sex","1996",23300,
"Carterton district","Total people, age","Total people, sex","1996",6940,
"South Wairarapa district","Total people, age","Total people, sex","1996",9150,
"Tasman district","Total people, age","Total people, sex","1996",38800,
"Nelson city","Total people, age","Total people, sex","1996",41200,
"Marlborough district","Total people, age","Total people, sex","1996",39200,
"Kaikoura district","Total people, age","Total people, sex","1996",3590,
"Buller district","Total people, age","Total people, sex","1996",10750,
"Grey district","Total people, age","Total people, sex","1996",14000,
"Westland district","Total people, age","Total people, sex","1996",8450,
"Hurunui district","Total people, age","Total people, sex","1996",9620,
"Waimakariri district","Total people, age","Total people, sex","1996",33000,
"Christchurch city","Total people, age","Total people, sex","1996",325700,
"Selwyn district","Total people, age","Total people, sex","1996",25500,
"Ashburton district","Total people, age","Total people, sex","1996",25700,
"Timaru district","Total people, age","Total people, sex","1996",43500,
"Mackenzie district","Total people, age","Total people, sex","1996",4170,
"Waimate district","Total people, age","Total people, sex","1996",7780,
"Chatham Islands territory","Total people, age","Total people, sex","1996",760,
"Waitaki district","Total people, age","Total people, sex","1996",22000,
"Central Otago district","Total people, age","Total people, sex","1996",15250,
"Queenstown-Lakes district","Total people, age","Total people, sex","1996",14800,
"Dunedin city","Total people, age","Total people, sex","1996",120800,
"Clutha district","Total people, age","Total people, sex","1996",18400,
"Southland district","Total people, age","Total people, sex","1996",31200,
"Gore district","Total people, age","Total people, sex","1996",13500,
"Invercargill city","Total people, age","Total people, sex","1996",54200,
"Total, New Zealand","Total people, age","Total people, sex","1996",3732000,
"Total, New Zealand","Total people, age","Total people, sex","2001",3880500,
"Invercargill city","Total people, age","Total people, sex","2001",51100,
"Gore district","Total people, age","Total people, sex","2001",12750,
"Southland district","Total people, age","Total people, sex","2001",29400,
"Clutha district","Total people, age","Total people, sex","2001",17550,
"Dunedin city","Total people, age","Total people, sex","2001",119300,
"Queenstown-Lakes district","Total people, age","Total people, sex","2001",17850,
"Central Otago district","Total people, age","Total people, sex","2001",14750,
"Waitaki district","Total people, age","Total people, sex","2001",20500,
"Chatham Islands territory","Total people, age","Total people, sex","2001",750,
"Waimate district","Total people, age","Total people, sex","2001",7220,
"Mackenzie district","Total people, age","Total people, sex","2001",3790,
"Timaru district","Total people, age","Total people, sex","2001",42800,
"Ashburton district","Total people, age","Total people, sex","2001",26000,
"Selwyn district","Total people, age","Total people, sex","2001",28300,
"Christchurch city","Total people, age","Total people, sex","2001",335300,
"Waimakariri district","Total people, age","Total people, sex","2001",37900,
"Hurunui district","Total people, age","Total people, sex","2001",10150,
"Westland district","Total people, age","Total people, sex","2001",7990,
"Grey district","Total people, age","Total people, sex","2001",13200,
"Buller district","Total people, age","Total people, sex","2001",9860,
"Kaikoura district","Total people, age","Total people, sex","2001",3580,
"Marlborough district","Total people, age","Total people, sex","2001",40700,
"Nelson city","Total people, age","Total people, sex","2001",42900,
"Tasman district","Total people, age","Total people, sex","2001",42400,
"South Wairarapa district","Total people, age","Total people, sex","2001",8940,
"Carterton district","Total people, age","Total people, sex","2001",7000,
"Masterton district","Total people, age","Total people, sex","2001",23200,
"Wellington city","Total people, age","Total people, sex","2001",171100,
"Lower Hutt city","Total people, age","Total people, sex","2001",99100,
"Upper Hutt city","Total people, age","Total people, sex","2001",37700,
"Upper Hutt city","Total people, age","Total people, sex","2006",39700,
"Porirua city","Total people, age","Total people, sex","2006",50600,
"Lower Hutt city","Total people, age","Total people, sex","2006",101300,
"Wellington city","Total people, age","Total people, sex","2006",187700,
"Masterton district","Total people, age","Total people, sex","2006",23200,
"Carterton district","Total people, age","Total people, sex","2006",7260,
"South Wairarapa district","Total people, age","Total people, sex","2006",9120,
"Tasman district","Total people, age","Total people, sex","2006",45800,
"Nelson city","Total people, age","Total people, sex","2006",44300,
"Marlborough district","Total people, age","Total people, sex","2006",43600,
"Kaikoura district","Total people, age","Total people, sex","2006",3730,
"Buller district","Total people, age","Total people, sex","2006",9940,
"Grey district","Total people, age","Total people, sex","2006",13550,
"Westland district","Total people, age","Total people, sex","2006",8620,
"Hurunui district","Total people, age","Total people, sex","2006",10750,
"Waimakariri district","Total people, age","Total people, sex","2006",44100,
"Christchurch city","Total people, age","Total people, sex","2006",361800,
"Selwyn district","Total people, age","Total people, sex","2006",34900,
"Ashburton district","Total people, age","Total people, sex","2006",28000,
"Timaru district","Total people, age","Total people, sex","2006",43800,
"Mackenzie district","Total people, age","Total people, sex","2006",3900,
"Waimate district","Total people, age","Total people, sex","2006",7380,
"Chatham Islands territory","Total people, age","Total people, sex","2006",650,
"Waitaki district","Total people, age","Total people, sex","2006",20700,
"Central Otago district","Total people, age","Total people, sex","2006",17050,
"Queenstown-Lakes district","Total people, age","Total people, sex","2006",24100,
"Dunedin city","Total people, age","Total people, sex","2006",122300,
"Clutha district","Total people, age","Total people, sex","2006",17200,
"Southland district","Total people, age","Total people, sex","2006",29200,
"Gore district","Total people, age","Total people, sex","2006",12400,
"Invercargill city","Total people, age","Total people, sex","2006",51600,
"Total, New Zealand","Total people, age","Total people, sex","2006",4184600,
"Total, New Zealand","Total people, age","Total people, sex","2007",4223800,
"Invercargill city","Total people, age","Total people, sex","2007",51700,
"Gore district","Total people, age","Total people, sex","2007",12300,
"Southland district","Total people, age","Total people, sex","2007",29200,
"Clutha district","Total people, age","Total people, sex","2007",17200,
"Dunedin city","Total people, age","Total people, sex","2007",121900,
"Queenstown-Lakes district","Total people, age","Total people, sex","2007",25400,
"Central Otago district","Total people, age","Total people, sex","2007",17350,
"Waitaki district","Total people, age","Total people, sex","2007",20700,
"Chatham Islands territory","Total people, age","Total people, sex","2007",640,
"Waimate district","Total people, age","Total people, sex","2007",7430,
"Mackenzie district","Total people, age","Total people, sex","2007",3950,
"Timaru district","Total people, age","Total people, sex","2007",44000,
"Ashburton district","Total people, age","Total people, sex","2007",28600,
"Selwyn district","Total people, age","Total people, sex","2007",36700,
"Christchurch city","Total people, age","Total people, sex","2007",365600,
"Waimakariri district","Total people, age","Total people, sex","2007",45100,
"Hurunui district","Total people, age","Total people, sex","2007",10800,
"Westland district","Total people, age","Total people, sex","2007",8640,
"Grey district","Total people, age","Total people, sex","2007",13600,
"Buller district","Total people, age","Total people, sex","2007",10050,
"Kaikoura district","Total people, age","Total people, sex","2007",3730,
"Marlborough district","Total people, age","Total people, sex","2007",43800,
"Nelson city","Total people, age","Total people, sex","2007",44700,
"Tasman district","Total people, age","Total people, sex","2007",46200,
"South Wairarapa district","Total people, age","Total people, sex","2007",9190,
"Carterton district","Total people, age","Total people, sex","2007",7390,
"Masterton district","Total people, age","Total people, sex","2007",23200,
"Wellington city","Total people, age","Total people, sex","2007",189500,
"Lower Hutt city","Total people, age","Total people, sex","2007",101300,
"Porirua city","Total people, age","Total people, sex","2007",50800,
"Upper Hutt city","Total people, age","Total people, sex","2007",39900,
"Upper Hutt city","Total people, age","Total people, sex","2008",40100,
"Porirua city","Total people, age","Total people, sex","2008",51100,
"Lower Hutt city","Total people, age","Total people, sex","2008",101100,
"Wellington city","Total people, age","Total people, sex","2008",190800,
"Masterton district","Total people, age","Total people, sex","2008",23300,
"Carterton district","Total people, age","Total people, sex","2008",7550,
"South Wairarapa district","Total people, age","Total people, sex","2008",9290,
"Tasman district","Total people, age","Total people, sex","2008",46500,
"Nelson city","Total people, age","Total people, sex","2008",45200,
"Marlborough district","Total people, age","Total people, sex","2008",44100,
"Kaikoura district","Total people, age","Total people, sex","2008",3720,
"Buller district","Total people, age","Total people, sex","2008",10100,
"Grey district","Total people, age","Total people, sex","2008",13650,
"Westland district","Total people, age","Total people, sex","2008",8660,
"Hurunui district","Total people, age","Total people, sex","2008",10950,
"Waimakariri district","Total people, age","Total people, sex","2008",46000,
"Christchurch city","Total people, age","Total people, sex","2008",368700,
"Selwyn district","Total people, age","Total people, sex","2008",38200,
"Ashburton district","Total people, age","Total people, sex","2008",29100,
"Timaru district","Total people, age","Total people, sex","2008",44000,
"Mackenzie district","Total people, age","Total people, sex","2008",4010,
"Waimate district","Total people, age","Total people, sex","2008",7470,
"Chatham Islands territory","Total people, age","Total people, sex","2008",640,
"Waitaki district","Total people, age","Total people, sex","2008",20800,
"Central Otago district","Total people, age","Total people, sex","2008",17600,
"Queenstown-Lakes district","Total people, age","Total people, sex","2008",26300,
"Dunedin city","Total people, age","Total people, sex","2008",121700,
"Clutha district","Total people, age","Total people, sex","2008",17300,
"Southland district","Total people, age","Total people, sex","2008",29300,
"Gore district","Total people, age","Total people, sex","2008",12300,
"Invercargill city","Total people, age","Total people, sex","2008",51700,
"Total, New Zealand","Total people, age","Total people, sex","2008",4259800,
"Total, New Zealand","Total people, age","Total people, sex","2009",4302600,
"Invercargill city","Total people, age","Total people, sex","2009",52100,
"Gore district","Total people, age","Total people, sex","2009",12350,
"Southland district","Total people, age","Total people, sex","2009",29500,
"Clutha district","Total people, age","Total people, sex","2009",17350,
"Dunedin city","Total people, age","Total people, sex","2009",121900,
"Queenstown-Lakes district","Total people, age","Total people, sex","2009",26900,
"Central Otago district","Total people, age","Total people, sex","2009",17800,
"Waitaki district","Total people, age","Total people, sex","2009",20900,
"Chatham Islands territory","Total people, age","Total people, sex","2009",640,
"Waimate district","Total people, age","Total people, sex","2009",7520,
"Mackenzie district","Total people, age","Total people, sex","2009",4060,
"Timaru district","Total people, age","Total people, sex","2009",44200,
"Ashburton district","Total people, age","Total people, sex","2009",29600,
"Selwyn district","Total people, age","Total people, sex","2009",39600,
"Christchurch city","Total people, age","Total people, sex","2009",372300,
"Waimakariri district","Total people, age","Total people, sex","2009",46900,
"Hurunui district","Total people, age","Total people, sex","2009",11150,
"Westland district","Total people, age","Total people, sex","2009",8660,
"Grey district","Total people, age","Total people, sex","2009",13750,
"Buller district","Total people, age","Total people, sex","2009",10250,
"Kaikoura district","Total people, age","Total people, sex","2009",3720,
"Marlborough district","Total people, age","Total people, sex","2009",44400,
"Nelson city","Total people, age","Total people, sex","2009",45800,
"Tasman district","Total people, age","Total people, sex","2009",46900,
"South Wairarapa district","Total people, age","Total people, sex","2009",9400,
"Carterton district","Total people, age","Total people, sex","2009",7700,
"Masterton district","Total people, age","Total people, sex","2009",23500,
"Wellington city","Total people, age","Total people, sex","2009",192500,
"Lower Hutt city","Total people, age","Total people, sex","2009",101300,
"Porirua city","Total people, age","Total people, sex","2009",51700,
"Upper Hutt city","Total people, age","Total people, sex","2009",40400,
"Upper Hutt city","Total people, age","Total people, sex","2010",40800,
"Porirua city","Total people, age","Total people, sex","2010",52300,
"Lower Hutt city","Total people, age","Total people, sex","2010",101600,
"Wellington city","Total people, age","Total people, sex","2010",193700,
"Masterton district","Total people, age","Total people, sex","2010",23700,
"Carterton district","Total people, age","Total people, sex","2010",7910,
"South Wairarapa district","Total people, age","Total people, sex","2010",9540,
"Tasman district","Total people, age","Total people, sex","2010",47400,
"Nelson city","Total people, age","Total people, sex","2010",46500,
"Marlborough district","Total people, age","Total people, sex","2010",44600,
"Kaikoura district","Total people, age","Total people, sex","2010",3720,
"Buller district","Total people, age","Total people, sex","2010",10350,
"Grey district","Total people, age","Total people, sex","2010",13850,
"Westland district","Total people, age","Total people, sex","2010",8640,
"Hurunui district","Total people, age","Total people, sex","2010",11300,
"Waimakariri district","Total people, age","Total people, sex","2010",47600,
"Christchurch city","Total people, age","Total people, sex","2010",376300,
"Selwyn district","Total people, age","Total people, sex","2010",41000,
"Ashburton district","Total people, age","Total people, sex","2010",30100,
"Timaru district","Total people, age","Total people, sex","2010",44500,
"Mackenzie district","Total people, age","Total people, sex","2010",4130,
"Waimate district","Total people, age","Total people, sex","2010",7580,
"Chatham Islands territory","Total people, age","Total people, sex","2010",640,
"Waitaki district","Total people, age","Total people, sex","2010",21000,
"Central Otago district","Total people, age","Total people, sex","2010",18000,
"Queenstown-Lakes district","Total people, age","Total people, sex","2010",27500,
"Dunedin city","Total people, age","Total people, sex","2010",122400,
"Clutha district","Total people, age","Total people, sex","2010",17400,
"Southland district","Total people, age","Total people, sex","2010",29700,
"Gore district","Total people, age","Total people, sex","2010",12400,
"Invercargill city","Total people, age","Total people, sex","2010",52600,
"Total, New Zealand","Total people, age","Total people, sex","2010",4350700,
"Total, New Zealand","Total people, age","Total people, sex","2011",4384000,
"Invercargill city","Total people, age","Total people, sex","2011",53200,
"Gore district","Total people, age","Total people, sex","2011",12450,
"Southland district","Total people, age","Total people, sex","2011",30000,
"Clutha district","Total people, age","Total people, sex","2011",17500,
"Dunedin city","Total people, age","Total people, sex","2011",123100,
"Queenstown-Lakes district","Total people, age","Total people, sex","2011",28400,
"Central Otago district","Total people, age","Total people, sex","2011",18150,
"Waitaki district","Total people, age","Total people, sex","2011",21200,
"Chatham Islands territory","Total people, age","Total people, sex","2011",640,
"Waimate district","Total people, age","Total people, sex","2011",7680,
"Mackenzie district","Total people, age","Total people, sex","2011",4210,
"Timaru district","Total people, age","Total people, sex","2011",44900,
"Ashburton district","Total people, age","Total people, sex","2011",31000,
"Selwyn district","Total people, age","Total people, sex","2011",42900,
"Christchurch city","Total people, age","Total people, sex","2011",362300,
"Waimakariri district","Total people, age","Total people, sex","2011",49400,
"Hurunui district","Total people, age","Total people, sex","2011",11550,
"Westland district","Total people, age","Total people, sex","2011",8680,
"Grey district","Total people, age","Total people, sex","2011",13900,
"Buller district","Total people, age","Total people, sex","2011",10500,
"Kaikoura district","Total people, age","Total people, sex","2011",3760,
"Marlborough district","Total people, age","Total people, sex","2011",44700,
"Nelson city","Total people, age","Total people, sex","2011",47500,
"Tasman district","Total people, age","Total people, sex","2011",48200,
"South Wairarapa district","Total people, age","Total people, sex","2011",9690,
"Carterton district","Total people, age","Total people, sex","2011",8130,
"Masterton district","Total people, age","Total people, sex","2011",24000,
"Wellington city","Total people, age","Total people, sex","2011",195400,
"Lower Hutt city","Total people, age","Total people, sex","2011",101700,
"Porirua city","Total people, age","Total people, sex","2011",53000,
"Upper Hutt city","Total people, age","Total people, sex","2011",41300,
"Upper Hutt city","Total people, age","Total people, sex","2012",41300,
"Porirua city","Total people, age","Total people, sex","2012",53400,
"Lower Hutt city","Total people, age","Total people, sex","2012",101200,
"Wellington city","Total people, age","Total people, sex","2012",196600,
"Masterton district","Total people, age","Total people, sex","2012",24100,
"Carterton district","Total people, age","Total people, sex","2012",8310,
"South Wairarapa district","Total people, age","Total people, sex","2012",9710,
"Tasman district","Total people, age","Total people, sex","2012",48600,
"Nelson city","Total people, age","Total people, sex","2012",48200,
"Marlborough district","Total people, age","Total people, sex","2012",44600,
"Kaikoura district","Total people, age","Total people, sex","2012",3680,
"Buller district","Total people, age","Total people, sex","2012",10650,
"Grey district","Total people, age","Total people, sex","2012",13900,
"Westland district","Total people, age","Total people, sex","2012",8560,
"Hurunui district","Total people, age","Total people, sex","2012",11800,
"Waimakariri district","Total people, age","Total people, sex","2012",50500,
"Christchurch city","Total people, age","Total people, sex","2012",355100,
"Selwyn district","Total people, age","Total people, sex","2012",44400,
"Ashburton district","Total people, age","Total people, sex","2012",31700,
"Timaru district","Total people, age","Total people, sex","2012",45100,
"Mackenzie district","Total people, age","Total people, sex","2012",4280,
"Waimate district","Total people, age","Total people, sex","2012",7720,
"Chatham Islands territory","Total people, age","Total people, sex","2012",600,
"Waitaki district","Total people, age","Total people, sex","2012",21300,
"Central Otago district","Total people, age","Total people, sex","2012",18200,
"Queenstown-Lakes district","Total people, age","Total people, sex","2012",28800,
"Dunedin city","Total people, age","Total people, sex","2012",123500,
"Clutha district","Total people, age","Total people, sex","2012",17300,
"Southland district","Total people, age","Total people, sex","2012",30200,
"Gore district","Total people, age","Total people, sex","2012",12400,
"Invercargill city","Total people, age","Total people, sex","2012",53200,
"Total, New Zealand","Total people, age","Total people, sex","2012",4408100,
"Total, New Zealand","Total people, age","Total people, sex","2013",4442100,
"Invercargill city","Total people, age","Total people, sex","2013",53200,
"Gore district","Total people, age","Total people, sex","2013",12400,
"Southland district","Total people, age","Total people, sex","2013",30300,
"Clutha district","Total people, age","Total people, sex","2013",17250,
"Dunedin city","Total people, age","Total people, sex","2013",123500,
"Queenstown-Lakes district","Total people, age","Total people, sex","2013",29700,
"Central Otago district","Total people, age","Total people, sex","2013",18500,
"Waitaki district","Total people, age","Total people, sex","2013",21400,
"Chatham Islands territory","Total people, age","Total people, sex","2013",600,
"Waimate district","Total people, age","Total people, sex","2013",7810,
"Mackenzie district","Total people, age","Total people, sex","2013",4300,
"Timaru district","Total people, age","Total people, sex","2013",45400,
"Ashburton district","Total people, age","Total people, sex","2013",32300,
"Selwyn district","Total people, age","Total people, sex","2013",46700,
"Christchurch city","Total people, age","Total people, sex","2013",356700,
"Waimakariri district","Total people, age","Total people, sex","2013",52300,
"Hurunui district","Total people, age","Total people, sex","2013",12000,
"Westland district","Total people, age","Total people, sex","2013",8570,
"Grey district","Total people, age","Total people, sex","2013",13700,
"Buller district","Total people, age","Total people, sex","2013",10650,
"Kaikoura district","Total people, age","Total people, sex","2013",3640,
"Marlborough district","Total people, age","Total people, sex","2013",44700,
"Nelson city","Total people, age","Total people, sex","2013",48700,
"Tasman district","Total people, age","Total people, sex","2013",48800,
"South Wairarapa district","Total people, age","Total people, sex","2013",9800,
"Carterton district","Total people, age","Total people, sex","2013",8490,
"Masterton district","Total people, age","Total people, sex","2013",24100,
"Wellington city","Total people, age","Total people, sex","2013",197500,
"Lower Hutt city","Total people, age","Total people, sex","2013",101200,
"Porirua city","Total people, age","Total people, sex","2013",53700,
"Upper Hutt city","Total people, age","Total people, sex","2013",41300,
"Upper Hutt city","Total people, age","Total people, sex","2014",41800,
"Porirua city","Total people, age","Total people, sex","2014",54100,
"Lower Hutt city","Total people, age","Total people, sex","2014",101700,
"Wellington city","Total people, age","Total people, sex","2014",200000,
"Masterton district","Total people, age","Total people, sex","2014",24200,
"Carterton district","Total people, age","Total people, sex","2014",8680,
"South Wairarapa district","Total people, age","Total people, sex","2014",9920,
"Tasman district","Total people, age","Total people, sex","2014",49100,
"Nelson city","Total people, age","Total people, sex","2014",49300,
"Marlborough district","Total people, age","Total people, sex","2014",44800,
"Kaikoura district","Total people, age","Total people, sex","2014",3640,
"Buller district","Total people, age","Total people, sex","2014",10550,
"Grey district","Total people, age","Total people, sex","2014",13600,
"Westland district","Total people, age","Total people, sex","2014",8640,
"Hurunui district","Total people, age","Total people, sex","2014",12200,
"Waimakariri district","Total people, age","Total people, sex","2014",54400,
"Christchurch city","Total people, age","Total people, sex","2014",361900,
